Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PER2,969.3062308,-1.690916134,0.394802056,-4.282946626,1.84E-05,0.00029405
RN7SL338P,4.398634053,-4.221788364,0.985909426,-4.282125978,1.85E-05,0.000294943
NECTIN4,117.0408796,3.293553895,0.769489453,4.280180687,1.87E-05,0.000297095
FOLR1,280.8706643,-2.126169154,0.496760477,-4.280069077,1.87E-05,0.000297095
TNFRSF14,122.288793,-1.118212194,0.261463527,-4.276742555,1.90E-05,0.00030137
BCRP3,9.486016864,-2.680768956,0.626977238,-4.275703797,1.91E-05,0.000302183
ZNF833P,4.243005274,-4.207607399,0.984860542,-4.272287516,1.93E-05,0.000305849
GMDS,141.2175059,1.049777491,0.245753762,4.271663966,1.94E-05,0.000306506
TPTE2P1,25.98193339,-2.097796774,0.491286525,-4.270006739,1.95E-05,0.000308486
SCG2,43.62333006,2.600692118,0.609070421,4.269936657,1.96E-05,0.000308486
KIF20A,198.8790355,3.063679188,0.717595443,4.269368235,1.96E-05,0.00030907
ZNF19,138.6954965,-1.853334274,0.434114992,-4.269224302,1.96E-05,0.00030907
THAP7-AS1,10.03105845,-3.207059521,0.751622586,-4.266848257,1.98E-05,0.000312176
GFOD1,1009.261097,-1.064379967,0.24947421,-4.266492989,1.99E-05,0.00031247
GDF15,374.5000877,2.574088201,0.60361343,4.264464761,2.00E-05,0.000314912
ASTE1,209.9995005,-1.099431026,0.25790092,-4.262997688,2.02E-05,0.000316782
TTC7A,348.2218396,-1.196710164,0.280762467,-4.262358061,2.02E-05,0.000317484
HPRT1,293.2322841,1.387284666,0.325546368,4.261404219,2.03E-05,0.000318636
TAFA1,6.392018013,-3.332308167,0.782495244,-4.258566675,2.06E-05,0.000322128
GPR26,12.83690407,-3.360547362,0.789132451,-4.258533986,2.06E-05,0.000322128
TEX41,495.7570262,1.465533786,0.344211074,4.257660185,2.07E-05,0.00032318
LINC00504,37.37073212,-1.551001211,0.364315055,-4.257307487,2.07E-05,0.000323481
LGR6,43.34411296,-2.077442055,0.488003373,-4.257023962,2.07E-05,0.000323682
VEPH1,952.5742241,-2.121674008,0.498460428,-4.256454255,2.08E-05,0.000324298
MS4A6E,10.61086621,4.775178794,1.122415429,4.254377364,2.10E-05,0.000326901
TXNDC8,33.65063806,3.931437418,0.924242985,4.253683807,2.10E-05,0.000327644
TSPEAR-AS1,4.670514738,-4.367591299,1.026986851,-4.252821052,2.11E-05,0.000328336
LINC02092,6.197176078,-5.095506818,1.19829002,-4.252315161,2.12E-05,0.000328867
HSPD1P4,46.30612884,-2.57647525,0.606189272,-4.25028183,2.14E-05,0.000331654
DGKI,61.21236544,2.041975585,0.480517358,4.249535528,2.14E-05,0.000332467
ALDH1A3,301.9180803,2.35859424,0.55503572,4.249445856,2.14E-05,0.000332467
SPDYE16,43.39461134,-2.171330719,0.511182621,-4.247661459,2.16E-05,0.000334911
CYP4Z1,61.13944062,-3.147967178,0.741526307,-4.245253538,2.18E-05,0.000337671
SLC6A13,3.482371932,-4.943987541,1.164593412,-4.245247733,2.18E-05,0.000337671
PTGFRN,636.0291925,1.771728916,0.417373206,4.244951256,2.19E-05,0.000337902
MPZL1,2122.544385,1.213968593,0.286018126,4.24437643,2.19E-05,0.000338337
LIG3,279.0096614,-1.193865475,0.281350854,-4.24333339,2.20E-05,0.000339698
GSTO1,500.8541968,1.218384793,0.287177963,4.242612426,2.21E-05,0.000340574
SLC5A1,39.48030599,-2.844380264,0.670499283,-4.242182413,2.21E-05,0.00034101
RAD17P1,88.74049329,-2.403850912,0.567149488,-4.238478499,2.25E-05,0.000346244
SPSB4,12.59713259,-3.6163682,0.853308442,-4.238055105,2.25E-05,0.000346568
DKK1,57.85920362,2.505457977,0.591653058,4.234674261,2.29E-05,0.000351487
SULF1,1918.395853,1.612774613,0.380990891,4.233105444,2.30E-05,0.000353724
SKINT1L,15.44722303,-2.88760803,0.682409844,-4.231486481,2.32E-05,0.000356055
KNOP1P2,100.5715281,-1.970292131,0.465688186,-4.230925735,2.33E-05,0.000356717
CHORDC1,2949.914038,1.003269587,0.237254005,4.22867293,2.35E-05,0.000359624
RPL22P23,23.97008322,-2.88498655,0.682387981,-4.227780425,2.36E-05,0.000360825
HSPH1,2757.702463,1.233724919,0.291851334,4.227237547,2.37E-05,0.000361175
BTBD19,965.4182981,-1.454837851,0.344164932,-4.227153077,2.37E-05,0.000361175
IL22RA1,14.25716721,-4.639958175,1.097659889,-4.227136493,2.37E-05,0.000361175
KAZN,480.2676514,-1.239732593,0.293293425,-4.226936196,2.37E-05,0.000361268
C1orf122,98.86498189,2.292168979,0.542320828,4.226592197,2.37E-05,0.000361593
RPS27L,1705.376969,1.209623181,0.286221828,4.226173763,2.38E-05,0.000362038
H2AC14,35.80109523,2.433627698,0.576111666,4.224229158,2.40E-05,0.000364719
FZD5,832.283051,-1.102906732,0.26111649,-4.223811118,2.40E-05,0.000365108
CST6,22.42348535,-2.703541281,0.640087539,-4.223705532,2.40E-05,0.000365108
RNU6-1175P,6.197983371,-4.282528223,1.014222519,-4.222474007,2.42E-05,0.000366879
RPL13AP20,23.48900094,1.703510326,0.403541277,4.22140292,2.43E-05,0.000368396
H2BC3,20.06278726,4.460408317,1.056717237,4.221004598,2.43E-05,0.000368817
ASPH,7978.032572,1.156693146,0.274089213,4.220133769,2.44E-05,0.000369781
ZNF324,63.2423378,-2.678238157,0.634705023,-4.219658049,2.45E-05,0.000370099
ADGRV1,1081.955063,-1.562222175,0.370313066,-4.218652587,2.46E-05,0.000371521
SCPEP1,1079.311362,1.056286781,0.250416998,4.218111358,2.46E-05,0.00037216
FILIP1,1342.576524,-1.508383844,0.357607826,-4.217983315,2.46E-05,0.00037216
LRP4,197.2417812,-2.244820134,0.532254117,-4.217572138,2.47E-05,0.000372606
MTND4P12,10685.05131,1.823633972,0.432566961,4.215842028,2.49E-05,0.000375241
AK3P3,29.91863196,-2.985686951,0.708351692,-4.214978215,2.50E-05,0.000376446
IRX1,4.227224791,-3.924605314,0.931164581,-4.214727871,2.50E-05,0.000376629
LINC01409,263.2196632,-1.072348746,0.254541978,-4.212856178,2.52E-05,0.000379171
CCNB1,83.58048892,2.929976664,0.695495871,4.212788004,2.52E-05,0.000379171
LDHA,8375.587812,1.2229233,0.290420685,4.210868449,2.54E-05,0.000382171
TPRG1-AS2,13.93730512,-3.095362193,0.73529661,-4.209678315,2.56E-05,0.000383548
PDIA6,369.1542982,1.115408649,0.26496563,4.209635229,2.56E-05,0.000383548
TMEM132C,47.59729757,-2.21537968,0.526438863,-4.208237341,2.57E-05,0.000385689
ERBB2,269.7479957,-1.339990855,0.318635499,-4.205403539,2.61E-05,0.000390071
PLCB1-IT1,31.0507958,-2.120247264,0.504344809,-4.203963686,2.62E-05,0.000392319
PRELID1P3,7.689511478,-3.285153956,0.781734042,-4.202393374,2.64E-05,0.000394564
PSTPIP2,647.6074674,1.129775801,0.268863321,4.202045106,2.65E-05,0.000394928
LBP,14.04106852,5.437284137,1.294017397,4.201863245,2.65E-05,0.000395001
PDCD5P1,6.365807638,2.645963713,0.629991188,4.200001151,2.67E-05,0.000397774
FDCSP,137.4074134,7.787581788,1.855012687,4.198128586,2.69E-05,0.00040083
JPH1,206.3337704,-2.073241882,0.494137474,-4.195678308,2.72E-05,0.000404939
LINC02735,7.189449649,-4.677189382,1.114903407,-4.195152111,2.73E-05,0.00040563
CXXC4,143.5980063,-2.091716564,0.498632291,-4.194907951,2.73E-05,0.000405818
MST1P2,3.40423281,-3.55439475,0.847714321,-4.192915774,2.75E-05,0.000408714
CBFA2T3,230.9463426,-1.236408437,0.294887012,-4.192820928,2.76E-05,0.000408714
SERPINB5,43.53847165,3.482940665,0.830707639,4.192739422,2.76E-05,0.000408714
CASP17P,486.1054426,-1.63836079,0.390775946,-4.192583517,2.76E-05,0.000408745
PDCD5,928.5338665,1.086514064,0.259294604,4.190268699,2.79E-05,0.000412685
RPS20P14,89.346618,1.35787478,0.324126832,4.1893316,2.80E-05,0.000413886
LINC00958,48.93474925,3.951316206,0.943554233,4.187693796,2.82E-05,0.000416628
MTND2P17,9.871709715,-5.221231826,1.248823312,-4.180921172,2.90E-05,0.000428189
MIF-AS1,9.465392235,-3.311469052,0.792266383,-4.17974197,2.92E-05,0.000430072
PTCH1,591.5172207,-1.05149078,0.251574099,-4.179646415,2.92E-05,0.000430072
ZNF596,318.0565606,-1.707681263,0.408634056,-4.178998878,2.93E-05,0.000431036
SLITRK6,1082.80221,-2.243307141,0.537052893,-4.177069283,2.95E-05,0.000433915
LINC01122,3.721111369,-4.686922201,1.122572798,-4.175161032,2.98E-05,0.000437038
LINC02732,8.328169399,3.878144981,0.928897096,4.174999573,2.98E-05,0.000437083
CGAS,391.1614323,1.381918871,0.33112115,4.173453945,3.00E-05,0.000439528
MT-ATP6,403488.5154,1.120324499,0.268550748,4.171742241,3.02E-05,0.000442088
PIGA,951.9226463,-1.052570302,0.252311019,-4.171717536,3.02E-05,0.000442088
PYROXD2,124.5543085,-1.510004561,0.361983372,-4.171474925,3.03E-05,0.000442292
SLC16A6,386.039821,1.631890688,0.391273141,4.170719932,3.04E-05,0.000443081
SCUBE2,113.1771914,-2.29415103,0.550194833,-4.169706603,3.05E-05,0.00044425
OR10A6,24.15447164,-3.283234118,0.787413479,-4.169644294,3.05E-05,0.00044425
TOM1L2,287.2498681,-1.109779192,0.266191791,-4.169096234,3.06E-05,0.000444784
MYH14,337.6763921,-1.284879174,0.308352795,-4.16691269,3.09E-05,0.000448525
C4orf19,141.4661005,-1.608965264,0.386254798,-4.165554121,3.11E-05,0.000450934
PCSK9,33.1477597,-2.622401095,0.629663057,-4.164768865,3.12E-05,0.000452218
GCSAML,120.8610823,-2.594050725,0.622893458,-4.164517533,3.12E-05,0.000452445
PTPRD-AS1,148.774089,-2.459018301,0.590684772,-4.162995931,3.14E-05,0.000454654
TTC30A,246.1653586,-1.549310918,0.372582183,-4.158306518,3.21E-05,0.000463614
ITGA7,74.49384466,1.672743608,0.402269439,4.158266687,3.21E-05,0.000463614
PGBD5,18.80919873,-2.048248892,0.492724187,-4.156988728,3.22E-05,0.000465657
CPB2,123.4332462,-2.957002745,0.711419163,-4.156484527,3.23E-05,0.000466407
LRIG2,2434.763806,-1.193187038,0.287206494,-4.154457026,3.26E-05,0.000470282
ZNF575,17.62453734,-2.305828862,0.555056287,-4.154225284,3.26E-05,0.000470478
ERVK9-11,20.02214628,-2.239697439,0.539361515,-4.15249768,3.29E-05,0.0004733
PGR,1629.225536,-1.166645042,0.280953479,-4.15244917,3.29E-05,0.0004733
CNIH3,54.77806513,-2.302616894,0.554569292,-4.152081495,3.29E-05,0.00047378
CDC6,104.6615534,2.208193726,0.531892559,4.151578526,3.30E-05,0.00047454
PSMB3,343.2391129,1.20414882,0.290221838,4.149063453,3.34E-05,0.000479499
UHRF2P1,588.9735878,-1.556994535,0.375359598,-4.148007781,3.35E-05,0.000481173
ANO4,18.03789363,-2.98399163,0.719624026,-4.146598114,3.37E-05,0.000483621
FHL1,6323.382364,-1.273597805,0.307145623,-4.146560161,3.38E-05,0.000483621
RBFOX1,10.08043663,-4.146120998,1.000013222,-4.146066178,3.38E-05,0.000484092
EXPH5,3756.013654,-1.545916786,0.372887268,-4.145802016,3.39E-05,0.000484364
COBL,652.34349,-1.538611987,0.371292985,-4.143929587,3.41E-05,0.000488049
SFTPA2,21956.37693,-2.205471734,0.532275629,-4.143476827,3.42E-05,0.000488437
RNU6ATAC35P,6.018104448,-3.743910969,0.904043348,-4.141295855,3.45E-05,0.000492815
RNU7-30P,4.864196505,-4.750244383,1.147495427,-4.139663017,3.48E-05,0.000495751
CCDC191,338.6680411,-1.377985281,0.332890185,-4.139459023,3.48E-05,0.0004959
NTF4,3.7110067,-5.022279447,1.213520801,-4.138601862,3.49E-05,0.000497463
TMSB10,1518.546951,1.017178577,0.245844271,4.137491487,3.51E-05,0.000499289
CCL22,42.75108033,-2.754654223,0.665814117,-4.137272179,3.51E-05,0.000499472
FXNP2,5.349740537,-4.881797273,1.180024623,-4.137030006,3.52E-05,0.000499706
SQSTM1,880.8588965,1.057042587,0.255524093,4.1367629,3.52E-05,0.000499723
SCNN1G,104.9076077,-1.657955398,0.400812709,-4.136484102,3.53E-05,0.000499723
SRPRB,354.3394782,1.151177188,0.278388122,4.135151954,3.55E-05,0.00050215
LINC02536,5.680578197,-4.361764296,1.054813978,-4.135102861,3.55E-05,0.00050215
CEP41,206.5931883,1.285443163,0.310875853,4.134908359,3.55E-05,0.000502282
P4HA3,54.10258351,2.047963207,0.495591306,4.13236306,3.59E-05,0.000507581
MASP2,186.2220221,-1.639006303,0.396725852,-4.131332236,3.61E-05,0.000509068
UQCRH,311.7040424,1.149474774,0.278235615,4.131299914,3.61E-05,0.000509068
KCNH5,10.43573736,-4.003203303,0.968996292,-4.131288567,3.61E-05,0.000509068
IBA57,236.1570788,-1.364566362,0.330351749,-4.130646695,3.62E-05,0.000510194
KCNB2,10.20952106,-4.053087722,0.981330099,-4.130198111,3.62E-05,0.000510893
PGAM1P5,146.3754556,-1.716470735,0.415749247,-4.128620194,3.65E-05,0.000514112
PRELP,5729.14082,-1.404676765,0.34028953,-4.127887111,3.66E-05,0.000515007
ADIPOQ,7.799251858,5.570087829,1.350125501,4.125607452,3.70E-05,0.000519679
DCDC2B,51.82521837,-2.491375143,0.604148059,-4.123782415,3.73E-05,0.000522905
WNT11,7.196962975,-3.456281012,0.83855951,-4.121688407,3.76E-05,0.000527071
C1GALT1P1,29.15755473,-1.769739284,0.429473486,-4.120718368,3.78E-05,0.000528989
INMT-MINDY4,69.9204343,-2.945192668,0.714832603,-4.120115196,3.79E-05,0.000530069
FREM1,294.3162803,-2.104056967,0.510865556,-4.11861192,3.81E-05,0.000532921
FAM20C,283.6139698,1.221654775,0.296637986,4.118335591,3.82E-05,0.000533253
LINC00562,31.18036598,-2.355620412,0.572030926,-4.11799486,3.82E-05,0.000533493
HMGB3,220.5489327,1.246294059,0.302656745,4.117846639,3.82E-05,0.000533493
SRF,334.7789911,-1.227147225,0.298016531,-4.117715288,3.83E-05,0.000533493
RPL15P3,102.5699392,1.14011243,0.276880888,4.11769999,3.83E-05,0.000533493
LINC00899,92.58242106,-1.73567428,0.421642818,-4.116456407,3.85E-05,0.00053607
TEF,80.81942449,-2.103438111,0.511107209,-4.115453813,3.86E-05,0.000537786
SH3GL3,56.11885029,-3.026456334,0.73547791,-4.114952048,3.87E-05,0.000538647
PIMREGP1,5.175779831,-5.177558246,1.258342906,-4.114584522,3.88E-05,0.000539196
RPL7AP6,31.92281394,1.141035794,0.277402476,4.113286264,3.90E-05,0.000541914
AK5,61.44996848,-2.115559072,0.514339173,-4.113159535,3.90E-05,0.000541914
RPL7P52,73.19648438,-1.443335366,0.350974854,-4.112361186,3.92E-05,0.000543035
DCDC2,207.0535009,-1.823114207,0.443551,-4.110269634,3.95E-05,0.000547485
HDAC9-AS1,3.34419619,-4.875027361,1.186237718,-4.109654658,3.96E-05,0.000548631
LMF1,175.2045963,-1.321288891,0.321607155,-4.108393951,3.98E-05,0.000551319
OR52N3P,11.53893699,-3.595778003,0.875296825,-4.108066999,3.99E-05,0.000551784
RIMKLA,297.1376293,-2.269423188,0.552497744,-4.10757005,4.00E-05,0.000552656
NPFFR1,29.98450365,-2.570673158,0.625876821,-4.107314847,4.00E-05,0.000552951
NAMPT,32611.78233,1.828880876,0.445360936,4.106513905,4.02E-05,0.000554555
SMC5-AS1,219.5184764,-1.916846012,0.467013535,-4.104476358,4.05E-05,0.000558827
ZNF181,381.8204121,-1.041167385,0.253755169,-4.103039113,4.08E-05,0.000561671
IGSF9,15.8642798,-3.090305546,0.753312248,-4.102290326,4.09E-05,0.000563172
RNU4-50P,6.955018137,-2.489988975,0.60700452,-4.10209297,4.09E-05,0.000563332
SAMD12,1858.56812,-1.229761973,0.299833868,-4.101477861,4.11E-05,0.000564511
DLGAP1,202.3900877,-2.295180931,0.559668929,-4.100961861,4.11E-05,0.00056545
FAM91A2P,8.679105034,-2.546195234,0.621222408,-4.098685433,4.16E-05,0.000569746
TRIM63,5.926410919,-5.033553989,1.22843821,-4.097523139,4.18E-05,0.000572289
PLEK,1581.457545,2.005493739,0.489622315,4.096001507,4.20E-05,0.000575735
NTM,612.1557416,-2.944469332,0.71889101,-4.095849429,4.21E-05,0.000575788
ZNF66,493.5794676,-1.433156618,0.350009133,-4.094626346,4.23E-05,0.000578508
SELL,1072.570879,1.729117009,0.422410831,4.093448562,4.25E-05,0.000580799
FLT4,160.9035439,-1.770310301,0.432570192,-4.092538816,4.27E-05,0.000582754
PRR11,146.6989289,1.84493483,0.450882636,4.091829407,4.28E-05,0.000584211
TMEM167A,1759.404682,1.022686028,0.250034614,4.090177804,4.31E-05,0.000587724
SH3GL2,28.29431621,-2.501657328,0.612668475,-4.083215363,4.44E-05,0.000603919
CYP7B1,8363.60857,1.203309802,0.294726669,4.082799172,4.45E-05,0.000604662
TAGAP,422.8348673,-1.002179317,0.245523516,-4.081805827,4.47E-05,0.000606912
RN7SKP197,10.65962461,-4.038641732,0.989496494,-4.081511916,4.47E-05,0.000606999
CAV1,15431.22426,-1.250917684,0.306538773,-4.080781276,4.49E-05,0.000608569
UQCRFS1P3,4.159814822,-5.192185089,1.273135907,-4.078264591,4.54E-05,0.000614161
RNU4-80P,11.82994567,2.819036494,0.691302582,4.07786195,4.55E-05,0.00061446
SYPL1P2,13.43631665,-3.297763801,0.808741763,-4.077647464,4.55E-05,0.00061446
MIR4486,9.451298995,-3.550414344,0.870770919,-4.077323055,4.56E-05,0.000614933
SPATA5L1,193.5648901,1.056537421,0.259155448,4.076848199,4.57E-05,0.000615846
LINC02166,11.81968137,-4.076884467,1.000448468,-4.075056937,4.60E-05,0.000619915
PCBP3-AS1,8.336845285,3.705549012,0.909419732,4.0746301,4.61E-05,0.000620362
NOTUM,6.098382584,-4.133446823,1.014434907,-4.074629919,4.61E-05,0.000620362
COL16A1,448.1295967,1.30629601,0.320656635,4.07381562,4.62E-05,0.000622191
RAD9B,40.71757014,-2.156829355,0.529526687,-4.07312683,4.64E-05,0.000623688
APOH,7.251730479,-4.374477419,1.074072014,-4.072797134,4.65E-05,0.000624225
DGUOK,393.1125823,1.143383357,0.280936514,4.069899422,4.70E-05,0.000631689
MGST1,1493.450503,1.432679505,0.352129958,4.068610106,4.73E-05,0.00063449
CCNT2-AS1,76.03493639,-1.173717541,0.288516072,-4.068118401,4.74E-05,0.000635477
SCN2B,39.01258908,-2.488942956,0.611852457,-4.067880954,4.74E-05,0.000635773
OLFM4,429.9046542,7.844251733,1.928644232,4.06723625,4.76E-05,0.000637181
NCKAP5-IT1,18.94888651,-2.784051382,0.684621884,-4.066553303,4.77E-05,0.000638697
DGKA,907.3869016,1.027877762,0.252775771,4.066361886,4.78E-05,0.000638868
GFRA1,913.5064936,-1.710567052,0.420762575,-4.065397334,4.80E-05,0.000641162
NIPA2P5,7.070733128,-4.521956868,1.112373056,-4.065144191,4.80E-05,0.000641504
MCEMP1,105.1243006,-1.823933934,0.448783405,-4.064174193,4.82E-05,0.000643357
PUS7,388.8644966,1.518135273,0.373549072,4.064085244,4.82E-05,0.000643357
EPHB6,33.01899801,-2.233230077,0.549777402,-4.062062337,4.86E-05,0.000648244
PARPBP,167.6304176,1.811601497,0.44609259,4.061043685,4.89E-05,0.000650721
AFAP1-AS1,109.3429175,1.422430881,0.350320825,4.06036632,4.90E-05,0.000652253
CTNND2,91.23106103,-3.214154847,0.79172689,-4.059676242,4.91E-05,0.000653824
LINC01081,10.44520311,-3.771770276,0.929165305,-4.05931028,4.92E-05,0.00065449
PGM2L1,738.8176418,1.221750274,0.301069755,4.058030589,4.95E-05,0.000657724
PBK,26.9589154,2.877409231,0.709207494,4.057217745,4.97E-05,0.000659654
FRY,2338.669532,-1.122953586,0.276995894,-4.054044157,5.03E-05,0.000667939
CUTALP,370.7170368,-1.417204873,0.349611854,-4.053652238,5.04E-05,0.000668693
LINC01460,8.220077002,-3.733223076,0.921600912,-4.05080228,5.10E-05,0.00067652
HBA1,321.6957646,2.845247884,0.702414826,4.050666046,5.11E-05,0.000676544
RN7SL151P,9.734754126,3.43056884,0.847002367,4.05024705,5.12E-05,0.000677386
SLC22A25,35.27186173,-2.697074067,0.666187674,-4.048519915,5.15E-05,0.000681657
LINC02328,103.6264902,-1.505072262,0.37179409,-4.048133911,5.16E-05,0.000682409
RNU6-282P,19.98329732,1.981427322,0.489517703,4.047713309,5.17E-05,0.000683263
TNPO1P1,93.26359703,-1.771669831,0.437799265,-4.046762914,5.19E-05,0.000685668
TGFBI,1166.696959,1.419526102,0.35101923,4.044012349,5.25E-05,0.00069301
HIC2,100.025485,-1.524456302,0.377007417,-4.043571119,5.26E-05,0.000693938
AOAH-IT1,12.70152918,-3.34139179,0.826412202,-4.043250793,5.27E-05,0.000694509
SAMSN1,2214.284359,1.461400112,0.361485765,4.042759787,5.28E-05,0.000695587
FOXP4,143.1511122,-1.563057971,0.386747316,-4.041548339,5.31E-05,0.000698502
NPTX2,14.42063547,4.38370123,1.084665244,4.041524566,5.31E-05,0.000698502
CD22,50.58814477,-1.913103581,0.473476916,-4.040542457,5.33E-05,0.000700826
SNORA40B,42.71907987,2.366845988,0.585781799,4.040490831,5.33E-05,0.000700826
BTBD9,751.9784016,-1.007926753,0.249513872,-4.039561988,5.36E-05,0.000702844
CCDC194,5.059627608,-3.631102003,0.899239319,-4.037970681,5.39E-05,0.000707244
NDUFAF4,259.2093817,1.391738129,0.344771815,4.036693459,5.42E-05,0.000710407
MYO5C,2146.764447,-1.163304429,0.288184237,-4.036669188,5.42E-05,0.000710407
ATP5MGL,9.737271653,-2.261964786,0.560412249,-4.036251506,5.43E-05,0.000711287
RNU6-806P,3.693217282,-3.528836517,0.874423065,-4.035616922,5.45E-05,0.000712788
SULT6B2P,10.43556659,-2.951119108,0.731355009,-4.035138983,5.46E-05,0.000713508
GNL3,770.9515337,1.262610543,0.312922687,4.034896146,5.46E-05,0.00071386
SYT15,281.9635426,-1.451933731,0.359898279,-4.034289171,5.48E-05,0.000715322
SLC2A3,2847.817716,1.838067765,0.455958486,4.031217363,5.55E-05,0.000723955
LRRTM3,17.04288801,-3.505428683,0.869690625,-4.030661691,5.56E-05,0.000725278
NDST1,980.9472659,-1.045047884,0.259383327,-4.028970922,5.60E-05,0.000729335
PDGFRA,6355.823368,1.059416268,0.26301596,4.027954306,5.63E-05,0.000731708
FAM83B,141.5134447,3.425489196,0.850707561,4.026635416,5.66E-05,0.000734244
LINC01090,11.78293109,-3.086115406,0.766606961,-4.025681429,5.68E-05,0.000736832
LINC00472,12583.79867,-1.202163273,0.298633894,-4.025541961,5.68E-05,0.000736874
CEACAM5,542.5800236,2.602263809,0.646587915,4.024609411,5.71E-05,0.000739404
SPTLC3,699.1236503,-1.084074067,0.269373204,-4.024431719,5.71E-05,0.000739567
NRG3-AS1,9.154520023,-3.273253603,0.813978051,-4.021304504,5.79E-05,0.000748419
RNU6ATAC12P,5.178010065,-4.088661868,1.017128375,-4.019809072,5.82E-05,0.000752216
CCT3,776.5192997,1.172108338,0.291670395,4.018605787,5.85E-05,0.000755261
PATL2,60.04374053,-2.075075553,0.516709533,-4.015942072,5.92E-05,0.000763031
COL13A1,197.9038891,-2.410534385,0.600319131,-4.015421564,5.93E-05,0.00076431
MLC1,8.779489252,-3.656250955,0.910925601,-4.013775603,5.98E-05,0.000769252
RNU6-33P,39.48017909,1.992472009,0.496776816,4.010799106,6.05E-05,0.000778188
CEACAM19,79.28475191,-1.684535522,0.420149113,-4.009375404,6.09E-05,0.000782479
TMED9,282.3442451,1.064643521,0.2656074,4.008335306,6.11E-05,0.000785098
GADL1,35.74194652,-2.354573584,0.587538099,-4.007524941,6.14E-05,0.000786961
H3C2,96.91293974,2.864907335,0.71505641,4.00654731,6.16E-05,0.000789426
ELOC,740.4374605,1.464050263,0.36541551,4.006535638,6.16E-05,0.000789426
