Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LRRTM4-AS1,10.99319786,-3.309483337,0.982068903,-3.36990951,0.000751929,0.005885569
ITGAD,8.570525261,-3.86638155,1.147510278,-3.369365508,0.000753414,0.005895292
RPS29P19,2.678301154,-4.552129124,1.351413076,-3.368421696,0.000755999,0.005910609
NAA11,11.08373125,-1.651152135,0.490191321,-3.368383045,0.000756105,0.005910609
PDSS1,178.4471277,1.03173612,0.306539292,3.365754886,0.000763345,0.005956219
LRRC15,43.81381568,2.541329138,0.755102006,3.365544147,0.000763928,0.005958297
RSU1P3,325.2462693,-1.760699013,0.523182365,-3.365363842,0.000764428,0.005960272
GNAZ,66.50612724,-1.780378259,0.529132418,-3.36471212,0.000766236,0.005971491
DIPK1A,370.518128,1.617179247,0.480635716,3.364667239,0.00076636,0.005971491
C22orf15,4.428461045,-3.419541102,1.016553245,-3.36385833,0.00076861,0.005987092
PSMC1P1,5.821517583,1.877431992,0.558253866,3.36304342,0.000770882,0.006002862
TRGV6,7.211392956,-3.492521898,1.038626261,-3.362635848,0.000772021,0.006009797
RPL19P14,25.9547469,-2.923819657,0.869720488,-3.361792319,0.000774383,0.006024029
ALG3,193.8272073,1.14145129,0.339598414,3.361179681,0.000776103,0.00603381
NDC80,93.60942667,1.86510672,0.555069911,3.360129386,0.00077906,0.006054851
PFN1P1,22.22313573,1.255430788,0.373729713,3.359194477,0.0007817,0.006070549
ZNF747,97.46791879,-1.638025715,0.487644185,-3.359059257,0.000782083,0.006070549
SP5,10.40770245,-2.684599437,0.799281277,-3.358766823,0.000782911,0.006073863
HNRNPA3P7,76.55648045,-1.97575995,0.588245926,-3.358731209,0.000783012,0.006073863
CD1E,47.18665966,-2.852514163,0.849356169,-3.358442863,0.000783829,0.006078255
RNU6-817P,3.358801771,-3.083317269,0.91828728,-3.35768265,0.000785988,0.006093043
KCNN3,431.0004888,-1.146718484,0.341536048,-3.3575328,0.000786414,0.006094395
PCDH11X,54.93248727,-1.468087987,0.437283688,-3.357289621,0.000787106,0.006097805
SYTL1,101.9449951,-1.485600443,0.442616488,-3.356405563,0.000789627,0.006107871
SMARCB1,435.0637588,-1.051229637,0.313202342,-3.356391364,0.000789667,0.006107871
RPL23AP30,35.73743548,2.051222607,0.611230079,3.355892779,0.000791092,0.006116938
LINC02433,4.232225325,-4.535967598,1.35170672,-3.355733556,0.000791548,0.006118506
NLGN3,47.06529803,-1.439985387,0.429494555,-3.352744217,0.000800146,0.006177077
TMEM17,26.7746718,-1.779592574,0.530871366,-3.352210515,0.00080169,0.006186729
RNF139-AS1,107.1279169,-1.370039757,0.408712219,-3.352089058,0.000802042,0.006186729
MTCYBP23,913.1113891,1.686101682,0.503006539,3.352047245,0.000802163,0.006186729
ST6GALNAC3,751.6588043,1.135690856,0.338945074,3.350663409,0.000806182,0.006215745
ADAMTS14,29.2974322,2.713319636,0.809995083,3.349797664,0.000808706,0.006233218
METTL3,743.0860435,-1.023036547,0.305593157,-3.347707637,0.000814829,0.006272423
RN7SKP125,7.621666256,2.187060911,0.653337418,3.347521284,0.000815377,0.006272671
SERAC1,444.2407796,1.108751256,0.33121568,3.347520427,0.00081538,0.006272671
NTN1,61.91825098,-1.994532595,0.595852216,-3.347361213,0.000815848,0.006273581
ACKR1,792.9877698,1.485540226,0.443802001,3.347304028,0.000816017,0.006273581
MRPL44,165.9708233,1.248441437,0.373031906,3.346741705,0.000817674,0.006284324
OR10AB1P,74.78155765,-2.768014773,0.827119427,-3.346572068,0.000818174,0.006286174
DSCAML1,39.03991285,-2.804385363,0.838023434,-3.346428331,0.000818598,0.006287438
RN7SL549P,2.266317966,-3.96500502,1.185023838,-3.34592849,0.000820075,0.006292792
PPP1R16A,18.89722363,-1.768170733,0.528624877,-3.344849648,0.000823272,0.006314939
PPP1R16B,202.4103871,-1.434448334,0.428861998,-3.344778369,0.000823483,0.006314939
CDA,32.48201956,2.191867343,0.655374516,3.344450063,0.000824459,0.006320415
C1orf105,2.241998482,-3.312998689,0.99089228,-3.343449894,0.000827436,0.006338678
PCDHA11,58.804182,-1.755059627,0.524934779,-3.343386069,0.000827627,0.006338678
CORO2B,356.7358308,-1.281765281,0.383479825,-3.342458191,0.000830399,0.006355885
MTATP6P17,19.96887107,-2.631115452,0.787367477,-3.341661333,0.000832786,0.006372143
ANKRD18B,52.7762737,2.489888085,0.745337551,3.340618061,0.000835921,0.006392091
BSND,36.93705882,-2.363794594,0.707633345,-3.340422849,0.000836509,0.006394381
HMGB1P27,7.388682346,-2.515530953,0.753976841,-3.336350425,0.000848861,0.006478755
SOCS2,1086.665316,-1.081690334,0.324289064,-3.335574508,0.000851233,0.006494814
RPL41,297.6900828,1.053670079,0.315901487,3.335438813,0.000851649,0.006495937
MS4A2,1127.487861,-2.178344207,0.653174475,-3.335011226,0.00085296,0.006503884
ITGA8,3482.198067,-1.07901262,0.323576346,-3.334646163,0.00085408,0.006508084
PPIC,453.2065454,1.056056488,0.316699548,3.334568978,0.000854317,0.006508084
RBPMS-AS1,29.15058147,-2.096847271,0.628856986,-3.334378592,0.000854902,0.006510491
COX5BP3,13.34973471,-2.222237271,0.666683407,-3.333272208,0.000858309,0.006532327
OR2S2,1.972761611,-4.126511788,1.238840938,-3.330945614,0.000865515,0.006580703
LRRK2-DT,241.2943584,-1.671117449,0.501706137,-3.33086906,0.000865753,0.006580703
GABRR2,95.55399628,1.854086234,0.55677366,3.330053785,0.000868292,0.006593789
CCNA1,28.71798672,2.332458859,0.700451953,3.329934121,0.000868665,0.006594554
GTF2H2,90.57857709,1.479697918,0.444542284,3.328587567,0.000872876,0.006622362
DNASE1L3,202.1974497,-2.289648198,0.688075187,-3.327613377,0.000875933,0.006638654
GPRIN2,12.60605592,-2.920048604,0.877536063,-3.327553964,0.00087612,0.006638654
GABRA2,46.24214091,3.507318043,1.05421512,3.326947202,0.00087803,0.006649459
MTDHP2,3.386559584,-4.892183487,1.470481428,-3.326926402,0.000878096,0.006649459
PLIN1,26.62238601,3.337599199,1.003387853,3.326330081,0.000879977,0.006661618
LMCD1-AS1,101.8605691,-1.196840814,0.359921128,-3.325286345,0.000883278,0.006682428
TSPOAP1,94.82314712,-1.687088946,0.507531292,-3.324108231,0.000887018,0.00670653
C7orf26,148.7122214,-1.244178735,0.374415642,-3.322988137,0.000890587,0.006731414
PLLP,312.0911966,-1.538239969,0.462935318,-3.322796749,0.000891198,0.006733931
ATP2B1-AS1,238.7033066,-1.537991759,0.462981643,-3.321928166,0.000893977,0.006746502
SLC2A1,438.2518078,1.271849117,0.382882404,3.321774788,0.000894469,0.006748107
LINC00858,2.390900194,-4.039844564,1.217164586,-3.319061866,0.000903204,0.006807645
C2orf83,2.594582698,4.562026802,1.374794313,3.318334065,0.000905561,0.006820572
PGAP3,60.28927131,-1.079870087,0.32543153,-3.318271243,0.000905765,0.006820572
LINC01099,13.27119756,-3.083482291,0.929307977,-3.318041345,0.000906511,0.006824066
TIMM8B,112.7277627,1.250454567,0.377021486,3.316666594,0.000910983,0.006853466
PPIAP90,9.61272117,-2.911070935,0.877861041,-3.316095373,0.000912847,0.006863382
SLC24A3,120.154854,-1.135793245,0.342515977,-3.316029964,0.00091306,0.006863382
TWIST1,127.7086151,3.816826594,1.151032614,3.316002123,0.000913151,0.006863382
PCDHA12,14.12183835,-2.55648438,0.77103985,-3.315631971,0.000914362,0.006868212
MAST1,8.663309437,2.760033438,0.832527872,3.315244487,0.00091563,0.006875606
MCMDC2,65.88462612,1.876183879,0.565944418,3.315138057,0.000915979,0.006876091
CARD19,170.2397078,1.639621101,0.494624842,3.314878188,0.000916831,0.006876718
ABCA8,3523.247073,-1.218103511,0.367618848,-3.31349581,0.000921375,0.006905889
KLF3-AS1,111.3304829,-1.111547964,0.335515079,-3.312959788,0.000923143,0.006914855
IGHV3-15,50.00505751,3.318927937,1.002180677,3.311706177,0.000927289,0.006943764
CENPL,205.7274619,1.712528781,0.51719443,3.311189531,0.000929003,0.006952295
PPP1R26,81.20687032,-1.182240014,0.357077171,-3.310880977,0.000930028,0.006957814
GRIN2C,18.48038589,-2.845361498,0.859441202,-3.310711066,0.000930592,0.006959888
ASGR2,5.082917349,3.428244047,1.035577532,3.310465844,0.000931408,0.006963837
POT1-AS1,86.62745794,1.737706178,0.524940089,3.310294286,0.000931979,0.006965955
RNU6ATAC18P,2.689141589,-3.175899075,0.959880286,-3.308640798,0.0009375,0.007000739
DDX25,20.28109924,-2.957542965,0.894240151,-3.307325178,0.000941915,0.007029363
GOT2P2,2.279193969,-3.928181151,1.188861638,-3.304153339,0.000952637,0.007104999
INSIG1,805.1155166,1.01628502,0.307644936,3.303434904,0.000955081,0.007121035
C1R,1951.314439,1.147770614,0.347473079,3.303192919,0.000955906,0.007122795
KMT5C,6.436491212,-2.467625967,0.747071906,-3.303063529,0.000956347,0.007123466
RN7SL582P,2.239116093,-3.929523588,1.189685406,-3.302993858,0.000956585,0.007123466
OR6N2,9.809863482,-3.079717409,0.932469806,-3.302752957,0.000957407,0.007125316
RGN,175.0904885,-1.402099339,0.424525005,-3.302748537,0.000957422,0.007125316
MFRP,2.872656505,-4.645379371,1.406704722,-3.302313056,0.00095891,0.007134195
DNAJC25-GNG10,31.04809637,1.859273112,0.563217154,3.301165632,0.00096284,0.007161235
ZNRD2-AS1,18.93650766,-1.939746701,0.587678202,-3.300695339,0.000964455,0.007168843
RNU6-367P,3.734974608,-3.444924328,1.043803584,-3.300356869,0.00096562,0.007175291
SLC2A12,217.818305,-1.690290996,0.512201751,-3.300049235,0.000966679,0.007178753
PDCD6IPP1,4.021927728,-2.717944055,0.823708313,-3.299643832,0.000968076,0.007186925
LINC01603,9.824990694,-3.889506908,1.179008867,-3.298963236,0.000970426,0.007202163
SLC17A9,67.34215838,1.670369534,0.50638546,3.298612747,0.000971639,0.00720895
PPP1R13B,989.7728464,-1.092543506,0.331260798,-3.298137038,0.000973286,0.00721675
PABPC3,31.3621059,1.346761754,0.408569369,3.296286648,0.00097972,0.007262231
MT-RNR1,1365340.083,1.407281264,0.427013172,3.295639002,0.000981981,0.007276763
LINC02193,8.605594025,-2.315888533,0.702762369,-3.295407718,0.00098279,0.007280526
ZNF658,56.91471355,-1.42855531,0.433593163,-3.294690582,0.000985301,0.007294664
SLC2A11,81.1617273,-1.284329329,0.389856042,-3.294368155,0.000986432,0.007300804
GPR156,18.98522537,-2.355623305,0.715287956,-3.293251739,0.000990358,0.007327617
NLRC3,284.283523,-1.15041822,0.349352789,-3.292998524,0.00099125,0.007329738
DIO2-AS1,1.943602729,-4.089800047,1.242149369,-3.292518717,0.000992943,0.007340013
ZBTB3,43.68228056,-1.272025999,0.386355452,-3.292372324,0.00099346,0.007341593
IGLV3-19,54.19556805,3.164794049,0.961277634,3.292278875,0.00099379,0.007341791
GMNC,21.03217384,-3.659177384,1.111567046,-3.29190884,0.000995099,0.007346973
MTRNR2L10,38.17798317,1.454701868,0.44195525,3.291513944,0.000996497,0.007355052
ZDHHC8P1,7.350977766,-3.135521531,0.952633246,-3.291425681,0.00099681,0.007355117
CACNA1C-AS1,10.18503735,-2.425548513,0.736998385,-3.291117811,0.000997901,0.007360927
SESN2,45.22817456,1.685352156,0.512160815,3.290669855,0.000999491,0.007370412
TPSG1,2.351069837,-4.373653696,1.329752966,-3.289072338,0.001005182,0.007401099
CYP3A5,1558.245477,-1.193854825,0.363002091,-3.288837321,0.001006022,0.007403048
RN7SL864P,1.892109563,-4.042057445,1.229254296,-3.288219091,0.001008233,0.007414021
KHDRBS2-OT1,69.10282926,-2.203386155,0.670102387,-3.288133572,0.00100854,0.007414021
TSSK4,49.21624779,-1.478651759,0.449702312,-3.288067948,0.001008775,0.007414021
GYS2,3.906686181,-5.099514601,1.551239788,-3.287379966,0.001011243,0.0074235
CHEK2,61.75606031,1.635555977,0.497551012,3.287212645,0.001011844,0.007425303
MAP1LC3C,12.82621544,-2.641347037,0.803549008,-3.28710136,0.001012244,0.007425986
MYRIP,213.2218797,-1.081605508,0.329076823,-3.286787254,0.001013374,0.007430793
UBASH3A,31.75759063,-1.910332364,0.581223985,-3.286740419,0.001013542,0.007430793
SRD5A3-AS1,27.65802144,-1.452790511,0.4420495,-3.286488302,0.00101445,0.007433156
LEXM,5.949750507,-2.486588891,0.756648753,-3.286318625,0.001015061,0.007435385
PLAUR,767.0274876,1.29903221,0.395315914,3.286061007,0.00101599,0.007439937
LINC01135,49.3253977,-2.125037035,0.646787762,-3.285524497,0.001017927,0.007451865
CSRNP1,285.0001534,-1.176064338,0.358122201,-3.283974955,0.00102354,0.00748717
LINC02331,6.697676754,-2.505765299,0.763036933,-3.283937106,0.001023678,0.00748717
KANK3,27.6630605,-1.815282511,0.552815548,-3.283703791,0.001024525,0.007491107
KIF18B,17.16319574,2.628568082,0.80105267,3.281392322,0.00103296,0.007543659
C1orf131,239.9825818,1.194900039,0.364229442,3.280624523,0.001035775,0.007561941
MTCP1,26.73445626,-2.272514168,0.692838446,-3.280005866,0.001038049,0.007576257
ARL4AP2,7.134382307,-2.414452143,0.736339143,-3.278994694,0.001041776,0.007601164
CENPU,136.5943371,1.462405621,0.446109038,3.278134929,0.001044954,0.007622057
CYCSP51,3.987277673,-4.44545184,1.356182309,-3.277916112,0.001045765,0.007625669
LINC01545,6.723602181,-2.739697729,0.835841902,-3.277770261,0.001046305,0.007627312
DRD1,47.73810142,-2.126294993,0.648988739,-3.276320318,0.001051692,0.007661966
CNTD1,189.9089852,-1.604426464,0.489749628,-3.276013643,0.001052835,0.007667983
FOXP1-AS1,44.93835298,-1.689720116,0.515839895,-3.275667763,0.001054125,0.007671121
LINC02204,33.85727129,-2.360086077,0.720495415,-3.275643435,0.001054216,0.007671121
NRG1,484.1609876,-1.065913323,0.325478036,-3.274916293,0.001056933,0.007688575
LRRC14,54.94449347,-1.43138103,0.437130955,-3.274490206,0.001058528,0.007697866
NMD3P1,3.62600017,-3.726967067,1.13845529,-3.273705257,0.001061473,0.007716961
EIF3J-DT,117.0187726,-1.194596018,0.365081096,-3.272138801,0.001067372,0.007755187
EPHB2,48.37206996,1.584778934,0.484428458,3.271440618,0.001070011,0.007772028
INSM2,2.522184692,-4.125644031,1.261451925,-3.270551931,0.001073378,0.00779415
NR4A2,2244.035113,-1.527292756,0.467014168,-3.270334951,0.001074202,0.007795454
SIGLEC8,51.61107858,-2.793596182,0.8543693,-3.26977594,0.001076327,0.007806605
FTLP3,26.76171972,1.790892032,0.547713433,3.269761019,0.001076384,0.007806605
DNAJC22,15.9789146,2.158055758,0.660121553,3.269179363,0.001078599,0.007817986
GBX2,3.224725888,-4.81836995,1.474139866,-3.268597546,0.001080819,0.007831732
KIF11,377.2773609,1.391899399,0.425906675,3.268085434,0.001082777,0.007843569
HBB,16955.56064,2.241011979,0.685977921,3.266886457,0.001087373,0.007868469
GPR149,7.260582932,-3.627015758,1.110248788,-3.266849553,0.001087515,0.007868469
CA1,397.8027247,1.41539141,0.433472998,3.265235473,0.001093731,0.007906356
RPL13AP5,59.52745091,1.179923321,0.361390627,3.264952746,0.001094823,0.007911889
NUDT10,35.40880345,-2.081668213,0.637670135,-3.264490679,0.001096611,0.007920075
MOSPD3,23.40681634,1.788795465,0.548011649,3.264155916,0.001097907,0.007927074
IGLON5,4.705141555,-4.384546661,1.343297891,-3.264016634,0.001098447,0.007928607
RP1,896.6568816,-1.987012138,0.60898489,-3.262826666,0.00110307,0.007952994
SHLD3,121.5606108,1.168022945,0.357980845,3.262808508,0.00110314,0.007952994
GPR143,11.72806518,-2.117511269,0.649188202,-3.26178335,0.001107137,0.007977144
IDO1,406.7809002,2.094655028,0.642181523,3.261780281,0.001107149,0.007977144
RUVBL1-AS1,3.181930139,-3.739641343,1.146714558,-3.261178919,0.0011095,0.007991703
RNU2-25P,20.63836475,2.05478542,0.630128976,3.260896576,0.001110605,0.007994905
DIRC3-AS1,57.56267103,1.014886959,0.311307971,3.260073792,0.001113832,0.008013368
RPS4XP10,4.146516785,-5.183750601,1.590158135,-3.259896289,0.00111453,0.008016002
LINC01910,4.6960427,3.153791928,0.967697343,3.259068499,0.001117787,0.008035582
ENDOU,12.70702965,-2.921625411,0.896698766,-3.258201663,0.001121207,0.008056844
OR1C1,7.71781664,-3.478394436,1.068107196,-3.256596762,0.001127565,0.008100126
FMC1,29.29929187,-1.453055174,0.446261245,-3.256063998,0.001129683,0.008112933
RPL13AP25,146.6116696,1.13999342,0.350139293,3.255828301,0.001130621,0.008114855
IGKV1-5,283.8481853,2.410309225,0.740587029,3.254592819,0.00113555,0.00814496
DNM1P46,25.2337215,-2.184878173,0.671515449,-3.253652879,0.001139314,0.008167559
ITGB7,19.68868328,-2.415729698,0.742595832,-3.253088143,0.001141581,0.008181083
DEFB109D,5.719055735,-3.210106681,0.986809823,-3.25301452,0.001141877,0.008181083
ZNF33BP1,82.76906437,-1.504393435,0.462648363,-3.25169947,0.001147172,0.008216593
SAMD5,727.1365615,-1.149698552,0.353591843,-3.251484943,0.001148039,0.008220364
RN7SKP18,2.505646814,-3.463961351,1.065699748,-3.25041022,0.001152386,0.008246617
MT-TF,93.39796611,-1.772171057,0.545333372,-3.249702196,0.001155259,0.008262612
VSNL1,390.2814836,2.076930996,0.639116444,3.249691061,0.001155304,0.008262612
KRT8P31,2.791773696,-4.256962704,1.310116122,-3.249301824,0.001156887,0.008271483
LINC02478,48.21498248,-2.379477609,0.732415606,-3.248807903,0.001158897,0.00828341
CRABP2,32.69130831,2.544229191,0.783547942,3.247062566,0.001166028,0.008329456
STARD3,101.7120231,-1.293513884,0.398406149,-3.246721686,0.001167425,0.008336978
HYAL1,208.7545764,-1.430221359,0.440525453,-3.246625933,0.001167818,0.008337323
FASN,454.7107638,1.663503137,0.512395179,3.246523785,0.001168237,0.008337856
DCDC2C,2.073853571,-4.18006831,1.287648577,-3.246280377,0.001169236,0.008342528
RN7SKP130,6.696764085,1.930317919,0.594965555,3.244419616,0.001176902,0.008394751
FTH1P12,13.05183685,1.795200964,0.553667316,3.242382043,0.00118535,0.008450027
MEGF11,183.1434184,-1.291789578,0.398444535,-3.242081307,0.001186602,0.008456458
RNU5F-1,11.16040931,2.915804606,0.899442224,3.241792,0.001187807,0.008462555
CD207,4.001687001,-3.488936113,1.076432277,-3.241203546,0.001190262,0.008475055
PLXNB1,185.3904238,-1.021877238,0.315288665,-3.241084609,0.001190758,0.008476098
FAM95C,6.072478178,-3.63668101,1.122203367,-3.240661288,0.001192528,0.008483704
SLC14A2-AS1,12.16535562,-2.709048894,0.836203637,-3.239699966,0.001196555,0.008509854
THSD4-AS1,72.26232872,-1.508804696,0.465791463,-3.239227886,0.001198538,0.008518946
EDC3,89.85750633,-1.115564799,0.344431429,-3.238858904,0.001200089,0.008527469
STKLD1,12.80816099,-2.301139593,0.710516075,-3.238687588,0.00120081,0.008530088
ZDHHC19,17.2257212,3.232105986,0.998249861,3.237772538,0.001204668,0.008552472
MSL3P1,5.122197773,5.829764176,1.800618147,3.23764602,0.001205202,0.008553757
CPED1,3074.458906,-1.021227359,0.315449453,-3.237372421,0.001206359,0.008559452
GSTM2,409.240681,-1.48549268,0.458895928,-3.237101463,0.001207505,0.008565073
ADGRG3,79.16815324,2.112368808,0.652637708,3.236663747,0.001209358,0.008573195
LINC02858,22.76869186,-2.762721356,0.853787388,-3.235842313,0.001212844,0.008592869
ABCC10,119.6754911,-1.433532463,0.443032947,-3.235724278,0.001213345,0.008593907
MEP1B,21.68621633,-2.504820765,0.774405534,-3.234507832,0.001218526,0.008625552
MIR137HG,2.516771286,3.88263787,1.200898247,3.233111448,0.001224498,0.008662758
MSC,52.33820727,2.49037242,0.770745344,3.231122235,0.001233052,0.008715632
SPACA6,144.0483799,-1.101421411,0.340944617,-3.230499488,0.001235741,0.00873209
MIR571,28.30021234,-2.17644753,0.67376812,-3.230261964,0.001236768,0.008734138
ZNF815P,17.89315582,-2.144736786,0.663962692,-3.230206776,0.001237007,0.008734138
SOSTDC1,660.7885843,-1.556454296,0.481878128,-3.229974974,0.001238011,0.008737921
BMP3,287.8519417,-1.974046891,0.611237199,-3.229592201,0.001239669,0.008747076
PCDHB19P,22.5161834,-2.873246817,0.889919052,-3.228660864,0.001243713,0.008773051
GMNN,156.8861391,1.656872186,0.513262818,3.228116526,0.001246082,0.008787202
CKAP2L,88.91811921,1.835666188,0.568776652,3.227393706,0.001249234,0.008804302
RPS4XP13,33.01223327,1.343871646,0.416500299,3.226580265,0.001252791,0.008824592
AGBL4-IT1,13.80506526,-2.747658275,0.851572906,-3.226568454,0.001252843,0.008824592
LRRC3B,9.29725383,-3.127507616,0.969559305,-3.22570017,0.001256649,0.008848829
RNU7-57P,3.243361372,2.642666373,0.819308024,3.225485771,0.001257591,0.008852884
H1-2,426.0936098,1.565870056,0.485527833,3.22508814,0.001259339,0.008862405
TRPM6,146.8022919,1.84826303,0.57310276,3.225011568,0.001259676,0.008862405
DNAJC28,53.97365908,-1.795686996,0.556980865,-3.223965323,0.001264287,0.008889679
DACT3,274.0494731,-1.105770035,0.343086394,-3.223007542,0.001268522,0.008914278
ZCCHC18,20.87103409,2.257976292,0.700616496,3.222842032,0.001269255,0.008916841
DTL,144.6587314,1.736882694,0.538948375,3.222725543,0.001269772,0.008917879
MAGEA10,2.1328286,4.907391945,1.522871721,3.222459171,0.001270953,0.008923585
GPR161,324.4391198,-1.00855186,0.313135373,-3.220817409,0.001278256,0.008964457
C1DP1,5.968561399,-2.176058964,0.675982717,-3.219104438,0.001285916,0.00901035
EGLN3P1,11.36693952,-1.794618008,0.55768107,-3.218000585,0.001290876,0.009032024
NPRL2,88.96685518,-1.364467522,0.424029902,-3.217856841,0.001291523,0.009033939
SCOC,888.0096985,1.112975294,0.345909742,3.217530935,0.001292991,0.009041596
COL10A1,599.2692462,1.219796133,0.379154238,3.217150199,0.001294708,0.009048375
C12orf71,2.376800124,-3.703219672,1.151867318,-3.214970696,0.001304578,0.009109465
DMBT1,606.3094698,-1.797653697,0.559265049,-3.214314393,0.001307564,0.009125049
MTND4P29,6.624616949,-2.934012182,0.912915902,-3.213890978,0.001309494,0.009135881
RNA5SP453,2.971997485,-4.013589655,1.248959966,-3.213545481,0.00131107,0.009144243
KANSL1L-AS1,603.5755668,-1.078028078,0.335489855,-3.21329561,0.001312212,0.009149566
ADAMTS8,234.9734412,-1.924070303,0.598814856,-3.213130542,0.001312966,0.00915219
XYLT2,55.13814936,-1.276292864,0.397293676,-3.212467099,0.001316002,0.009168695
NR0B2,3.510692539,-3.321930517,1.034123349,-3.212315551,0.001316697,0.009168695
ZNF135,232.0587543,-1.181031244,0.367668674,-3.212216126,0.001317152,0.009168695
ACSM1,4.956705549,-3.147025416,0.979710408,-3.212199635,0.001317228,0.009168695
SYNE1-AS1,7.310710202,-3.430737746,1.068084104,-3.212048315,0.001317922,0.009170889
PSMB10,10.16599952,-1.979799289,0.616464769,-3.211536795,0.001320271,0.00918459
AP3B2,13.29230948,2.922743058,0.910277496,3.210826448,0.001323538,0.009204677
PCDHA3,79.07611804,-1.428545558,0.445005506,-3.21017502,0.001326542,0.009222914
MTFP1,2.790683489,3.365888583,1.048869565,3.209063067,0.001331683,0.009253341
KCNK3,391.1924338,-1.817065011,0.566474939,-3.207670606,0.001338147,0.009290254
IRF2BP1,14.27488683,-2.262006797,0.705416869,-3.206624193,0.001343023,0.009318764
HSPA8P1,12.0863772,1.23768553,0.385992288,3.206503257,0.001343588,0.009320009
C8orf31,29.94412561,-1.681602069,0.524656064,-3.205151308,0.001349915,0.009361216
HMCN2,29.93749597,-1.982035302,0.618457979,-3.204801892,0.001351555,0.009369287
CEP55,99.78001265,2.063850848,0.644240341,3.203541779,0.001357483,0.009391493
VCAN-AS1,68.49389334,2.140516796,0.668185903,3.203474942,0.001357799,0.009391493
CSMD3,14.85148673,-2.57209899,0.802998191,-3.203119283,0.001359477,0.009397901
BOLA3,69.99555894,1.41303435,0.4415732,3.200000246,0.001374275,0.009494775
RPL34P20,2.371722172,-3.664714745,1.145360371,-3.199617203,0.001376102,0.009504688
SALL2,59.39162279,-1.886625797,0.589711766,-3.19923377,0.001377934,0.009514624
TRPM8,13.06300062,4.395264112,1.373902813,3.199108461,0.001378533,0.009516045
FOSL1,215.7590389,2.18427165,0.682882612,3.198604871,0.001380943,0.009527969
CLEC4C,2.16583251,-4.235297521,1.324175892,-3.198440289,0.001381731,0.009527969
F8,2715.355234,1.746739009,0.546123062,3.198434806,0.001381758,0.009527969
SULT1C2,248.6768076,-1.195455084,0.373764415,-3.19841867,0.001381835,0.009527969
ZNF862,113.6425014,-1.12156718,0.350685627,-3.198212565,0.001382823,0.009529352
MUC5B,666.7316213,2.736997738,0.855984935,3.197483538,0.001386323,0.009550753
CDCA7,65.60409419,2.089165631,0.653462269,3.197071554,0.001388305,0.009561683
SGO2,526.1519846,1.064811494,0.333082581,3.196839321,0.001389423,0.009566257
PRR5L,151.9160349,-1.132725748,0.354346867,-3.196658005,0.001390297,0.009566257
KLKB1,40.66054199,-2.087303319,0.652968925,-3.196634998,0.001390407,0.009566257
SDHDP2,12.52441764,-2.447802478,0.765750589,-3.196605412,0.00139055,0.009566257
GGT7,26.87577046,-1.445204412,0.452296862,-3.195256329,0.001397067,0.009608359
SLC16A12,429.6859104,-1.524709962,0.477503156,-3.19308876,0.001407597,0.009675279
PRDX3P4,295.9327134,-1.733340795,0.542884064,-3.192837864,0.00140882,0.009678712
SCGB1A1,5232.136401,-2.296038034,0.719124896,-3.19282234,0.001408896,0.009678712
MYO5B,1277.670671,-1.056991568,0.331284776,-3.190582981,0.001419861,0.009745858
HSD3B2,14.2087844,-3.756017382,1.177221103,-3.190579385,0.001419878,0.009745858
H3P6,289.8795737,1.066937226,0.334415125,3.190457449,0.001420478,0.009747207
PALD1,170.0366831,-1.200101615,0.376314814,-3.189089485,0.001427217,0.009790676
FAM151B,75.49380714,1.108566483,0.347657246,3.188676482,0.001429257,0.009801895
SELENBP1,423.6926344,-1.776021248,0.557268113,-3.187013949,0.001437498,0.009850625
NFKBIB,49.59578871,1.329176095,0.417062269,3.186996746,0.001437584,0.009850625
HHIP-AS1,45.97600177,-1.940562578,0.608918349,-3.186901135,0.001438059,0.009851092
PLAC9,128.5482709,-1.011797159,0.317584525,-3.185914553,0.001442972,0.009879154
IGSF22,12.34202838,-2.60944732,0.819318438,-3.184900035,0.00144804,0.009911049
TEX26,53.93399454,3.051732361,0.95831896,3.184464138,0.001450223,0.009923181
KCNH7,44.24495359,2.556129299,0.802763636,3.184161793,0.001451738,0.009930567
CDH19,985.2875804,1.3866932,0.43563768,3.183134206,0.001456901,0.00995733
LINC01050,5.286958181,3.778184618,1.187082123,3.182749151,0.001458839,0.009962424
GASK1B,5553.932969,1.054338124,0.331360415,3.181846948,0.001463391,0.00999069
CNGA3,3.725245961,3.951787437,1.242143142,3.181426765,0.001465516,0.010002372
NAT8,3.369606549,-3.580060409,1.125520569,-3.180804073,0.001468669,0.01002106
RNU4-1,138.5769858,1.791676665,0.563292323,3.180722679,0.001469082,0.01002106
SNORA80B,3.101712361,-3.050023773,0.959000123,-3.180420628,0.001470614,0.010028685
EPHX1,295.084246,-1.2071364,0.379564312,-3.180321127,0.001471119,0.010029304
CD200R1,135.0648644,-1.746361685,0.54914502,-3.18014663,0.001472005,0.010031986
RPS6KA2-IT1,25.43540365,-1.768278545,0.556154422,-3.179474038,0.001475426,0.010045331
ROR1-AS1,202.917948,1.481244913,0.465911735,3.179239333,0.001476621,0.010049827
RNU1-33P,2.29075079,-3.632126847,1.142481409,-3.179156193,0.001477045,0.010049884
OTUB2,24.97262148,-1.917632981,0.603383689,-3.178131954,0.001482273,0.010075553
