Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
OR4D5,2.353374154,-4.381357168,1.511684531,-2.898327712,0.003751584,0.020470209
YBX1P2,10.69343099,1.5609819,0.538693641,2.897717333,0.003758892,0.020496754
LYPLAL1-DT,12.5630293,-1.581465308,0.545977358,-2.896576726,0.003772584,0.020544703
SEPHS2,1215.916926,-1.145342129,0.395448105,-2.896314619,0.003775736,0.020557423
PIPSL,14.82602656,-1.084546449,0.374525603,-2.895787202,0.003782088,0.020587549
LINC02824,1.239513177,-3.050556371,1.053519929,-2.895584873,0.003784527,0.02059637
RPS3AP18,3.137334385,-3.075808107,1.062308209,-2.895400866,0.003786746,0.020603993
MAP11,64.04825418,-1.566589896,0.54114766,-2.894939795,0.003792313,0.02062982
CSMD1,37.62827494,-1.6491135,0.569697978,-2.894715379,0.003795025,0.020640111
TRPM4,368.0028168,-1.168027409,0.403523105,-2.8945738,0.003796736,0.02064496
CYYR1-AS1,13.34210503,-1.991750272,0.688288617,-2.893771917,0.003806445,0.020693282
RN7SL19P,6.565565044,-2.427228475,0.838802266,-2.893683736,0.003807515,0.020694623
RLBP1,1.625171629,-3.493904852,1.207689802,-2.893048237,0.003815227,0.020721318
SLC25A18,8.583809561,-1.475308441,0.50995663,-2.89300767,0.00381572,0.020721318
MTCO1P22,444.9080278,3.555587156,1.229072061,2.892903736,0.003816983,0.020723704
GART,712.9929027,1.1765318,0.406731248,2.892651613,0.003820048,0.020735871
ZSCAN2,46.38808502,-1.079716437,0.373280903,-2.892503818,0.003821845,0.020741156
TBC1D13,90.49363563,-1.293960324,0.447363843,-2.892411497,0.003822969,0.020742779
HIF1A-AS3,195.2611647,1.652288444,0.571343236,2.891936652,0.003828751,0.020759051
UTP4,574.4666287,1.080801016,0.373737324,2.891873373,0.003829523,0.020759051
EBP,135.2363805,-1.779493087,0.615352616,-2.891826637,0.003830092,0.020759051
LRSAM1,65.47521989,-1.345012959,0.465163308,-2.891485498,0.003834253,0.020777126
TSPEAR-AS2,1.598804597,-2.760337492,0.954742848,-2.891184259,0.00383793,0.020788101
KRT8P36,8.074604296,-1.878492985,0.64976313,-2.891042751,0.003839659,0.020792988
SYT2,511.8081589,-1.729954752,0.598413056,-2.890904091,0.003841353,0.020795609
ZNF677,351.8293414,1.058307262,0.366086344,2.890867908,0.003841796,0.020795609
TST,529.9736136,-2.067922134,0.715467254,-2.890309964,0.003848621,0.020822138
NWD2,12.8244251,-2.443974296,0.845647236,-2.8900636,0.003851639,0.020826492
TRAJ21,13.32767291,-2.119137896,0.733531089,-2.888954438,0.003865251,0.020895604
KCNH5,67.66176514,3.042428953,1.053816129,2.887058633,0.003888618,0.020994885
TMEM143,47.88577597,-1.508685882,0.522683382,-2.886424046,0.003896468,0.021028225
C21orf91-OT1,1.856523184,-2.960878027,1.025894792,-2.886141982,0.003899962,0.021042568
VSIG2,243.9502032,-2.18771753,0.758066383,-2.885918146,0.003902736,0.021049805
IMMP2L,276.9432812,1.350054153,0.467810631,2.885898829,0.003902976,0.021049805
IGHM,2576.334163,-1.955415879,0.677879043,-2.884608839,0.003919003,0.021131712
LINC01852,9.650509162,-2.13888836,0.74153949,-2.884389015,0.00392174,0.021133447
ZNF410,78.35708005,-1.217241127,0.422010376,-2.884386727,0.003921768,0.021133447
PITPNM1,30.67673955,-1.649403973,0.571839908,-2.88438066,0.003921844,0.021133447
ARX,8.909728575,-2.608008956,0.904306461,-2.88398797,0.003926738,0.021155288
LINC01725,96.72589242,-1.616731918,0.560744553,-2.883187917,0.003936725,0.021195483
DEDD,592.6217022,1.418124187,0.491887194,2.883027253,0.003938734,0.021197227
PRAC1,153.5367434,-5.579136344,1.935351881,-2.882750366,0.003942197,0.02121133
CES2,1204.319062,-1.78919342,0.620687467,-2.88259956,0.003944085,0.02121695
TSPAN2,1384.818162,1.293722549,0.44881605,2.882522913,0.003945044,0.021217577
TMEM198,5.180548768,-2.408971731,0.83587837,-2.881964433,0.003952043,0.021246138
ST8SIA3,84.09558482,2.430977304,0.843695965,2.881342813,0.003959847,0.021276847
MRM3,44.59893181,-1.583463094,0.549564098,-2.881307385,0.003960292,0.021276847
HOXB-AS4,116.5156837,-2.301173393,0.798902622,-2.880417877,0.003971484,0.021332422
NHLH1,1.519996696,-3.011304137,1.045663203,-2.879803102,0.003979236,0.021364091
SULT1C2P1,1.417684092,-3.263089949,1.133126027,-2.879723764,0.003980237,0.021364091
MIR100HG,2063.61297,1.343394867,0.466501774,2.879720808,0.003980275,0.021364091
TJP3,165.0106656,-2.078229618,0.721687414,-2.879681116,0.003980776,0.021364091
SLC14A2-AS1,1.381518964,-3.592829359,1.247789453,-2.879355447,0.003984889,0.021381608
SH2B2,2.913934902,-1.956140417,0.679479368,-2.878881258,0.003990886,0.021409217
MME-AS1,4.033473749,-2.549397417,0.885690436,-2.878429429,0.003996607,0.021432175
HINT2,10.9354965,-1.791763564,0.622484055,-2.878408773,0.003996869,0.021432175
ZNF469,15.2075231,-2.249199281,0.781439987,-2.878275131,0.003998562,0.021433268
TMEM38A,9.371456471,-1.515910457,0.526676308,-2.878258302,0.003998776,0.021433268
PRAM1,5.189506754,-2.132694321,0.741114927,-2.877683668,0.004006066,0.021463202
MIR1972-1,12.29023719,-1.524939946,0.530032387,-2.877069372,0.004013873,0.021500452
TMEM89,1.540228726,-3.34833776,1.164134182,-2.876247267,0.004024343,0.021551947
MTATP6P27,3.320377951,-2.213912822,0.76992152,-2.875504533,0.004033824,0.021593527
CEACAMP3,2.839158689,-4.295830149,1.494360166,-2.874695302,0.004044176,0.021644339
ST13P10,9.12965796,-1.486634108,0.517174587,-2.874530468,0.004046287,0.021651035
TNRC6C-AS1,39.30251105,-1.523504961,0.530041694,-2.874311545,0.004049093,0.021661444
RASAL3,38.77403065,-2.214978579,0.770737191,-2.873844164,0.00405509,0.021688914
SLC39A5,108.676011,-2.176619129,0.75742523,-2.873708245,0.004056835,0.021693638
ABCA6,2067.006477,1.16879109,0.406789629,2.873207691,0.004063269,0.021721655
STMND1,9.554375089,-2.1082288,0.733764968,-2.873166331,0.004063801,0.021721655
GRM8,30.44771761,-2.140881743,0.745182104,-2.872964516,0.004066398,0.02173092
TRAPPC12-AS1,1.901546957,-3.290851341,1.145581254,-2.872647687,0.004070478,0.021743488
RBFOX1,58.37729399,-1.408482168,0.490490756,-2.871577399,0.004084288,0.021807998
RFX4,5.929433774,-2.093202481,0.729021019,-2.87125121,0.004088505,0.021818851
CASQ1,9.041391247,-2.537800768,0.883868442,-2.871242651,0.004088615,0.021818851
CHN1,253.4131401,1.002152834,0.349033921,2.871219021,0.004088921,0.021818851
MUC3A,11598.31236,-1.705320934,0.594095987,-2.870446817,0.004098921,0.021867576
CCDC175,60.35021311,-2.587240475,0.90143349,-2.870140174,0.004102899,0.021875444
CCNI2,17.63380344,-2.67192999,0.930943224,-2.870132056,0.004103004,0.021875444
MTMR14,180.5747779,-1.228654624,0.42810546,-2.869981206,0.004104962,0.021881247
RN7SKP258,8.425642651,-2.458934687,0.856805319,-2.869887282,0.004106181,0.021883112
DGAT2,10.84209512,-1.693043963,0.589949469,-2.869811825,0.004107161,0.0218837
RNA5SP355,4.840723545,-2.292227675,0.798829158,-2.869484235,0.004111418,0.021901745
MYO15A,11.5031481,-1.643937058,0.572946266,-2.86926917,0.004114215,0.021907368
HCRTR1,1.57406039,-2.622906819,0.914331786,-2.868659778,0.004122149,0.021939054
TRAV10,1.162232295,-3.350334366,1.16792901,-2.868611308,0.004122781,0.021939054
HMGB1P19,2.100670914,-3.503788443,1.221608457,-2.868176316,0.004128454,0.021962757
SNHG6,1060.757638,1.058278956,0.368977962,2.868135945,0.004128981,0.021962757
RNU6-238P,1.912754362,-2.392442659,0.834382601,-2.867320885,0.004139631,0.0220101
ANAPC15,17.57341886,-1.479514475,0.516047899,-2.867009977,0.004143699,0.02202708
ZNF165,35.62969586,-1.544480533,0.538934174,-2.865805522,0.004159497,0.022101719
TCTE3,221.492852,1.410972989,0.492369166,2.865681051,0.004161133,0.022105742
COL7A1,15.60157666,-1.441486905,0.503175784,-2.864777978,0.004173017,0.022164199
MIR569,1.635472505,-3.434747269,1.199093398,-2.864453491,0.004177295,0.022182238
ACTG1P9,3.697535864,-2.112321011,0.737520905,-2.864082899,0.004182185,0.022198839
NPAS3,235.4312096,1.408285478,0.491775379,2.86367626,0.004187558,0.022222667
LINC00507,10.5235081,-1.782186125,0.622402426,-2.863398422,0.004191232,0.022237476
EMX2OS,23.92619898,1.550171008,0.541505561,2.862705608,0.004200406,0.022281456
DMKN,29.44617071,-1.514418615,0.529098853,-2.86226025,0.004206314,0.022304997
MTATP6P15,7.776744381,-1.953890789,0.682644561,-2.862237395,0.004206617,0.022304997
CLBA1,21.74479734,-1.532580737,0.535562583,-2.861627726,0.004214716,0.022343219
RN7SKP255,22.78228544,1.180744853,0.412622612,2.861561188,0.004215601,0.022343219
NIBAN1,5731.718577,1.104765803,0.386097639,2.861363792,0.004218227,0.022352429
IL1RN,73.57248843,-2.292977922,0.801389356,-2.861253277,0.004219698,0.022355516
BVES-AS1,229.3921594,1.513458611,0.529041071,2.860758254,0.004226292,0.022385736
NECTIN2,266.8924795,-1.158641466,0.40505731,-2.860438359,0.004230558,0.022394192
MIIP,18.63138247,-1.933534293,0.676037734,-2.86009818,0.004235099,0.022413514
TTC9,50.88679653,-1.983113374,0.693514122,-2.859514048,0.004242906,0.022445393
PPCDC,44.74501613,-1.52394764,0.533003868,-2.859168067,0.004247537,0.022458266
RN7SKP295,1.610711318,-3.815265625,1.334438433,-2.859079542,0.004248722,0.022458266
CLIC4P3,3.266064479,2.085541372,0.729475733,2.85895922,0.004250334,0.02245945
AZIN1-AS1,152.3988765,-1.316933223,0.46066657,-2.858755787,0.004253061,0.022461116
CNIH2,3.534140759,-2.323062518,0.812654539,-2.858610157,0.004255013,0.022461116
RPS3AP43,1.420763934,-3.29514119,1.152719433,-2.858580412,0.004255412,0.022461116
YPEL5,1052.673711,1.048053458,0.366728293,2.857847289,0.004265256,0.022500675
MTND2P21,2.731887103,2.478702882,0.867362581,2.857747078,0.004266603,0.022500675
ANKRD9,190.4015891,-1.373915949,0.480890771,-2.857022908,0.00427635,0.022546478
GRAMD1A,102.3606931,1.330484395,0.465728015,2.856784117,0.004279568,0.02255872
SLC6A8,549.293091,-1.127971072,0.394891706,-2.856406088,0.004284667,0.02258087
MTARC2,183.0201497,-1.276110306,0.446799737,-2.856112486,0.004288632,0.0225923
ZNF503,392.0222147,1.002674812,0.351133025,2.855541183,0.004296355,0.022628249
TIPARP-AS1,7.949441168,-1.701731898,0.595991296,-2.855296562,0.004299666,0.022636212
SMIM15-AS1,2.256074045,-3.035180131,1.063184941,-2.854799775,0.004306397,0.022666906
CEP76,342.3500333,1.461702415,0.51206469,2.854526865,0.004310099,0.022681646
TPM3P6,1.764541329,-3.949314429,1.383911127,-2.85373414,0.004320867,0.022733562
TRIM36,268.185261,-1.461648997,0.512214943,-2.853585229,0.004322893,0.022739466
SYNPO2,57271.49094,1.370025306,0.480130316,2.853444704,0.004324805,0.02274307
LINC01081,15.08047817,-1.484091608,0.520113036,-2.853402062,0.004325386,0.02274307
KPTN,14.61354763,-1.773565244,0.621610622,-2.853177182,0.004328448,0.022753284
LINC01353,1.980706623,-3.413950945,1.196564818,-2.853126628,0.004329137,0.022753284
ZNF542P,227.8369959,1.408458584,0.493762807,2.85250036,0.004337676,0.022788648
KLF3P1,42.39177303,-1.710289163,0.59966335,-2.852082194,0.004343387,0.02281101
C16orf87,318.8219974,1.186495498,0.416100869,2.851461235,0.004351879,0.022848955
LINC00327,11.37367569,-2.322488167,0.8145211,-2.85135421,0.004353344,0.02285188
ACSS2,735.5131514,-1.184077383,0.415294698,-2.85117385,0.004355815,0.022860078
ANP32BP1,20.50858187,1.450268712,0.508717215,2.850834747,0.004360463,0.02287493
MTCO3P44,5.661103107,-3.067553103,1.076101878,-2.85061588,0.004363465,0.022885909
ARG1,36.94114414,-2.098215137,0.736075031,-2.850545186,0.004364435,0.022886227
LINC00847,75.14106993,-1.315609554,0.461546949,-2.850434946,0.004365948,0.022889392
MACROD1,17.94087848,-1.495896933,0.524866719,-2.850051028,0.004371222,0.022907495
LINC01841,1.882823267,-3.291669711,1.154998518,-2.849934143,0.004372828,0.022911144
BNIP3P16,1.576922703,-2.668782169,0.936531084,-2.84964612,0.00437679,0.022927126
LDLRAD3,166.3414357,1.164696877,0.409002023,2.847655541,0.004404257,0.023051813
KLHL6,492.8699187,-1.185302944,0.416292985,-2.847280611,0.004409448,0.023069386
SRGN,1805.379941,1.130015039,0.396995039,2.846421056,0.004421369,0.023126949
GDF7,44.55306406,-1.439229244,0.505686265,-2.846091231,0.004425951,0.023146106
MIR4779,1.215120725,-3.416357803,1.200532493,-2.845702072,0.004431363,0.023169595
CCDC89,43.1196251,-2.226436994,0.782483486,-2.845346942,0.004436307,0.023190626
TTC26,122.2487951,1.173974445,0.412625198,2.845135123,0.004439259,0.023201235
SERPIND1,14.06973544,-1.769874932,0.622128204,-2.844871717,0.004442931,0.023215607
MZF1,362.4710482,-1.12800796,0.396523831,-2.844741907,0.004444742,0.023220248
EIF4HP1,6.243063549,1.588521123,0.558419529,2.844673297,0.0044457,0.023220429
LINC02298,21.50405519,-1.753277953,0.616413484,-2.844321221,0.004450615,0.023241282
RPL12P29,3.12401663,-2.425785336,0.852929433,-2.844063344,0.004454219,0.023245629
SNHG7,160.8132476,1.000276749,0.351787405,2.843412625,0.004463325,0.023273842
NMUR1,20.29434133,-1.779928453,0.626023275,-2.843230475,0.004465876,0.023282324
RAB29,262.7221338,1.028655748,0.361845698,2.842802204,0.004471881,0.023303975
PARM1,3296.361768,-1.06478891,0.374654716,-2.842053934,0.004482391,0.023353906
DHRS4L1,1.45302663,-2.955298068,1.040162624,-2.841188483,0.004494574,0.023412534
MORN1,35.91564426,-1.301520323,0.458225827,-2.840346935,0.004506449,0.023467497
WDR83,12.82202311,-1.835261536,0.64614863,-2.840308641,0.00450699,0.023467497
HNRNPA1P53,1.659759278,-3.152524408,1.110179429,-2.839653056,0.004516262,0.023510911
RNA5SP108,6.93865684,-2.614425976,0.920712605,-2.83956792,0.004517468,0.023512322
PPM1K-DT,1.400986226,-3.274731771,1.153300988,-2.83944244,0.004519245,0.0235153
CPNE5,73.3213708,-1.374360147,0.484032647,-2.839395555,0.004519909,0.0235153
POLR2J3,14.96301593,-1.335512362,0.470410811,-2.839034163,0.004525031,0.023537084
PMM1,76.22423543,-1.391909383,0.490365836,-2.83851215,0.004532439,0.023566589
ZNF534,6.207919703,-1.832069981,0.645601822,-2.837770772,0.00454298,0.023615799
MIR3646,1.7044552,-2.847836521,1.003686352,-2.83737695,0.004548588,0.023640067
PNMA1,717.7823738,1.189149901,0.419168319,2.836926948,0.004555003,0.023658753
TRPV4,2.983682078,-2.179169935,0.768226799,-2.836623167,0.004559339,0.023671539
LYRM4,242.1367594,1.13719636,0.400910608,2.836533471,0.00456062,0.023673267
CA4,194.8831675,-2.704258391,0.9535375,-2.83602731,0.004567854,0.023703975
SEC16B,7.649532422,-2.362620976,0.833085741,-2.835987772,0.00456842,0.023703975
RN7SL419P,2.091271058,-3.037165344,1.071004175,-2.835810927,0.00457095,0.023712214
ZNF536,74.7811146,-1.282897274,0.45255489,-2.834788228,0.004585607,0.023778447
HTR1F,36.10462351,1.90843716,0.673242941,2.834693161,0.004586972,0.023780624
PEX16,16.43408609,-1.331080851,0.469588338,-2.834569652,0.004588745,0.023784918
DIRAS1,2.425759549,-2.567494193,0.905809428,-2.834475017,0.004590105,0.023787064
RPL22P21,60.85500852,2.162798185,0.763067084,2.834348684,0.00459192,0.023791572
CEP295NL,25.63522772,-1.603912708,0.565923284,-2.834152177,0.004594745,0.023801307
ADORA2A-AS1,7.473161077,-2.170286548,0.765908815,-2.833609568,0.004602553,0.023836847
SNORA33,50.12688526,1.167751849,0.412146155,2.833344036,0.004606378,0.02385175
GTF2H2C,64.93333836,1.114535158,0.393377185,2.833248091,0.004607761,0.023854002
FER1L6-AS1,13.83790389,-2.351229942,0.830045189,-2.832652936,0.004616348,0.023883781
SNORD70,1.058697494,-3.226578817,1.139092841,-2.832586336,0.00461731,0.023883781
MALL,41.83647712,-1.916468567,0.67713737,-2.830250777,0.004651153,0.024043834
LTBP1,2396.056088,1.184935662,0.418677443,2.830187493,0.004652073,0.024043834
RERG,859.1029098,1.31366469,0.464194153,2.829989738,0.00465495,0.02405376
RPS3AP5,11.45989101,1.079331182,0.381486016,2.829281118,0.00466527,0.024102139
DUOX1,54.65831804,-1.505504017,0.532148677,-2.829104124,0.004667851,0.024109069
HCCS,473.5451117,1.318303969,0.466004905,2.828948698,0.004670118,0.024112337
SLC26A1,5.394479209,-2.162549909,0.764471218,-2.828817958,0.004672027,0.024117241
TRAJ40,1.818381337,-3.997817352,1.413332754,-2.828645513,0.004674544,0.024118739
GABBR1,42.75884678,-1.478779559,0.522793965,-2.8286087,0.004675082,0.024118739
SPNS3,1.464509244,-3.667027229,1.296410134,-2.828601175,0.004675192,0.024118739
SNAP47-AS1,1.692602206,-3.901320689,1.379408555,-2.828256121,0.004680235,0.024134857
EFCAB6-AS1,3.047101294,-2.576107622,0.910892495,-2.828113784,0.004682316,0.024140644
DCUN1D2-AS,2.315660123,-2.433776852,0.860693097,-2.827694168,0.004688457,0.024167355
KCNK13,2.822735852,-2.622223568,0.927714211,-2.826542416,0.004705351,0.024244047
TMEM201,35.97123783,-1.892963756,0.669764977,-2.826310453,0.00470876,0.024252139
NOX4,75.8119593,1.991575871,0.704719904,2.826053104,0.004712545,0.024266666
C5orf66-AS1,2.029306502,-3.054183975,1.080762984,-2.825951684,0.004714037,0.024266911
PRSS37,4.331417629,-2.63445856,0.932248496,-2.825918808,0.004714521,0.024266911
SORCS1,683.840088,1.163540457,0.411858423,2.825098118,0.004726614,0.024319207
CDCA4P4,1.345163068,-3.564395495,1.261850346,-2.824737106,0.004731942,0.024331698
MT-TV,71.56104501,1.513799405,0.535978007,2.824368512,0.004737388,0.024354724
SNRPCP20,1.204529349,-3.042660163,1.077354111,-2.824196921,0.004739925,0.02436279
RNU1-18P,2.29478698,4.662695944,1.651475125,2.82335221,0.004752433,0.024422091
CNFN,11.80150851,-1.79132958,0.63464317,-2.822577577,0.004763929,0.024476171
SGK1,1932.443673,-1.797295486,0.636774263,-2.822500204,0.004765079,0.024477081
ARRDC1,71.62048983,-1.488210935,0.52729912,-2.822327743,0.004767643,0.02448525
DBF4B,46.1118354,-1.782004366,0.631437661,-2.822138236,0.004770461,0.024494726
RGS13,212.1817539,-2.280306582,0.808113699,-2.821764542,0.004776023,0.024515498
ENO4,17.0198619,-1.88326882,0.66743804,-2.821638426,0.004777901,0.024515498
GOLGA6L5P,2.632970499,-2.240287289,0.793976302,-2.821604729,0.004778403,0.024515498
KCNQ5-AS1,11.90032311,-2.107957495,0.747166259,-2.821269658,0.004783398,0.024536119
RPL36AP33,40.42126633,-1.577006741,0.559130079,-2.820464862,0.004795413,0.024592736
RPS26P28,4.739766643,-2.328960556,0.825853941,-2.8200635,0.004801415,0.024618501
MTND4P7,61.64161784,1.944433446,0.689532307,2.819930879,0.004803399,0.02462366
TKT,566.3291196,1.013793006,0.359572577,2.819439167,0.004810765,0.024656395
ACTP1,1.968047798,-4.106738373,1.456627728,-2.819346559,0.004812153,0.024658488
KRT24,27.64720945,-2.729350895,0.968164894,-2.819097152,0.004815894,0.024672633
RNU6-928P,2.581939869,-2.035701232,0.722186906,-2.818801083,0.004820338,0.024690374
OR6A2,27.38687516,-2.025097229,0.718455531,-2.818681381,0.004822136,0.024694556
ILK,113.7394758,-1.308650196,0.464308385,-2.818493564,0.004824958,0.02470398
GAA,85.34306968,-1.278134889,0.453515132,-2.818284991,0.004828093,0.024715007
TENT5C,837.9362836,-1.468627422,0.521121444,-2.818205698,0.004829286,0.024716084
DBET,238.3097852,1.396386737,0.495524237,2.817998864,0.004832398,0.024726982
RPL13P4,1.859071521,-2.988200917,1.060480036,-2.817781397,0.004835672,0.024738704
HDAC11,69.15947192,-1.463706737,0.519537474,-2.817326584,0.004842526,0.024768732
OVCH2,2.380993691,-2.727290463,0.968369205,-2.816374633,0.004856899,0.024837203
PLA2G4F,63.41092823,-2.036876615,0.723337032,-2.815944053,0.004863414,0.024865461
RN7SL297P,2.072317145,-4.188824062,1.487656677,-2.815719598,0.004866812,0.024877784
DNAJC19P6,12.27249311,-2.063101167,0.732844643,-2.815195809,0.004874752,0.02491331
SPAG5,112.3967542,-1.883972619,0.669737385,-2.813002024,0.004908134,0.025078822
IDH3G,203.9028274,-1.113115462,0.395726859,-2.812837787,0.004910642,0.02508654
UVRAG-DT,1.930537339,-3.741233455,1.330091041,-2.812764945,0.004911754,0.025087131
CCL15,85.46630916,-2.095995821,0.745241615,-2.812505071,0.004915725,0.025102316
RPL30P13,2.652584722,-2.679791445,0.953043649,-2.811824462,0.004926138,0.025139164
RNU6-1265P,1.22125216,-3.43399608,1.221303145,-2.811747511,0.004927316,0.025139164
MRPL38,10.86279588,-1.295856402,0.460878874,-2.811707099,0.004927936,0.025139164
CABP4,15.42777181,-1.806640455,0.642613044,-2.81139711,0.004932686,0.025153202
NTM-AS1,2.845380072,-3.088352108,1.098761247,-2.81075813,0.004942493,0.025192997
ICOS,29.1157343,-2.522726763,0.897558707,-2.810653771,0.004944096,0.025196065
RPL30P4,12.1914336,1.501048722,0.534085752,2.810501339,0.004946438,0.025202899
LRRTM3,137.1496114,1.712278633,0.609275358,2.810352675,0.004948724,0.025209441
PRUNE2,14709.94265,1.239398449,0.44119866,2.80916186,0.004967067,0.025292641
PIN4P1,5.045506177,-1.859561598,0.662008067,-2.808971204,0.004970009,0.025302505
CEP250,175.260653,-1.00208161,0.356756347,-2.808868346,0.004971597,0.02530547
CNGA3,115.5561632,2.212184047,0.787730433,2.808300854,0.004980368,0.025337507
NPHP4,40.69671331,-1.542315913,0.5492029,-2.808280713,0.004980679,0.025337507
GBAP1,12.0932287,-2.268310451,0.80772645,-2.80826566,0.004980912,0.025337507
FOXD2-AS1,28.36467542,-2.424514388,0.863385173,-2.808149206,0.004982713,0.025341549
ALDH3A1,15.35700903,-1.929764183,0.687226821,-2.808045502,0.004984318,0.025344589
MOB3C,85.91570986,-1.020839213,0.363594057,-2.807634487,0.004990684,0.025371829
AKR7A2,123.9813556,-1.524172428,0.542930306,-2.807307698,0.00499575,0.025392095
GGCTP1,6.351487965,-1.808848507,0.644349561,-2.807247209,0.004996688,0.025392095
SBSPON,1089.308801,1.457433792,0.519242611,2.806845513,0.005002923,0.025418646
ZBTB7C,166.1370515,-1.607186431,0.572625291,-2.806698299,0.00500521,0.02542037
RN7SL812P,5.985766749,-2.712391955,0.966656123,-2.805953318,0.005016796,0.025469573
RIPK4,10.13982401,-2.14522808,0.764530839,-2.805940546,0.005016995,0.025469573
TM4SF20,30.53797501,-2.409338829,0.859205339,-2.804147879,0.005044976,0.025596133
IL1RAPL1,30.90652698,-1.355779396,0.483518917,-2.803984186,0.005047538,0.02560397
NR1I3,3.824706912,-2.415856613,0.862066626,-2.802401276,0.005072374,0.025717625
OR3D1P,9.297089578,-2.57175451,0.91770574,-2.802373786,0.005072806,0.025717625
NOP53-AS1,2.304966803,-2.430133479,0.867192389,-2.802300284,0.005073962,0.025717625
SAR1AP2,1.252812632,-3.446568395,1.229943852,-2.802216045,0.005075287,0.025717625
EFHC2,59.55268675,-1.371394708,0.48939916,-2.802200782,0.005075527,0.025717625
ZC3HAV1L,120.143809,1.049570392,0.37455683,2.802165937,0.005076076,0.025717625
SLC25A14P1,10.21299856,-1.530061244,0.546087511,-2.801860898,0.005080878,0.025736045
LINC01054,1.479604728,-3.356395763,1.198029288,-2.801597422,0.005085029,0.025747433
BRINP3,72.46059268,-2.358806708,0.842081721,-2.801161277,0.005091906,0.025776503
SPTY2D1OS,23.40295928,-1.585584805,0.566057202,-2.80110349,0.005092818,0.025776503
WWC1,211.5473369,-1.157578181,0.413281953,-2.800940547,0.005095391,0.025784336
PDCD5P1,3.822625608,1.428962656,0.510214842,2.800707738,0.005099068,0.025788289
LY86-AS1,21.59158524,-2.050275406,0.73205913,-2.80069645,0.005099246,0.025788289
TCEAL2,278.9733446,1.174385535,0.419366171,2.800382136,0.005104214,0.025808229
RPSAP9,2.415164884,-2.332329483,0.832896643,-2.800262796,0.005106102,0.025812586
S100A14,259.419764,-2.40406187,0.858536276,-2.800186709,0.005107306,0.025813486
GPT2,198.1950634,1.351171101,0.482543122,2.800104361,0.005108609,0.025814888
KIRREL2,1.633786961,-3.852438767,1.376369664,-2.798985526,0.005126344,0.025894106
PCDHB9,81.98156174,1.954963738,0.69854998,2.798602527,0.005132427,0.025919633
ADAMTS4,532.7173298,2.059670301,0.735984852,2.798522683,0.005133696,0.02592084
LINC01402,2.734314482,-2.54598926,0.909808658,-2.798378798,0.005135984,0.025927189
CPT1B,11.27455082,-1.991628788,0.711887911,-2.797671876,0.005147237,0.02596837
RNU1-91P,2.04115713,-4.164964444,1.488879615,-2.797381604,0.005151865,0.025986504
OR52K3P,2.172135613,-3.573492746,1.277623718,-2.796983725,0.005158213,0.026012009
PRSS23,2482.994609,1.101156906,0.393701259,2.796935187,0.005158988,0.026012009
BBOF1,413.8179987,1.075339751,0.38450012,2.796721493,0.005162401,0.026024004
SCAF1,29.84284648,-1.204547039,0.430791919,-2.796122644,0.005171977,0.026061834
EVL,172.1048676,-1.169922258,0.41842716,-2.795999806,0.005173943,0.026066522
KIAA1324L,419.8664061,1.082561236,0.387205378,2.795832131,0.005176628,0.026074829
TP63,12.49040869,-2.611173576,0.934076945,-2.795458757,0.005182611,0.026099743
SMPD1,104.3889895,-1.314057181,0.470094764,-2.795302736,0.005185113,0.026107119
MAJIN,1.839316239,-3.249397134,1.162504421,-2.7951697,0.005187248,0.026110238
KRT20,4914.811742,-2.126611115,0.760836729,-2.795095232,0.005188443,0.026110238
KLF15,294.9372598,1.554350035,0.556104126,2.795070135,0.005188846,0.026110238
PRSS8,122.8953864,-1.975225195,0.706726161,-2.79489469,0.005191662,0.026119189
RPL36AP13,5.511420172,2.25681651,0.807806485,2.793758843,0.005209932,0.026205862
KRT8,2842.42719,-1.621646318,0.580506406,-2.793502884,0.005214056,0.026221369
TBPL2,1.51825276,-2.997358564,1.073243544,-2.792803721,0.005225339,0.026272857
MYORG,385.6736088,-1.131289608,0.40510558,-2.792579669,0.005228959,0.026285807
LINC01645,6.17534626,-2.088811673,0.74808097,-2.792226719,0.005234666,0.02630399
SLC44A4,376.8433742,-2.085414553,0.746920086,-2.792018307,0.005238039,0.026315683
TBL3,18.76147447,-1.314700303,0.470942723,-2.791635246,0.005244244,0.026331084
RNA5SP332,1.649807004,-3.858082351,1.382059034,-2.791546711,0.005245679,0.026333034
COX5BP6,3.416023681,-2.260179413,0.809839983,-2.790896302,0.005256231,0.026375854
MT-ATP6,642364.9764,1.012061684,0.362638603,2.790827217,0.005257353,0.026375854
SH3BP5L,47.75980703,-1.1967411,0.428836582,-2.790669339,0.005259918,0.026383462
SIGLEC8,21.82832201,-1.965409303,0.704648336,-2.789205909,0.005283746,0.026492089
CHP2,992.9076052,-2.258602657,0.809783027,-2.789145465,0.005284732,0.026492089
HAUS8,51.8278114,-1.355086794,0.48587164,-2.788981042,0.005287416,0.026500084
PAPSS2,2505.271332,-1.036078089,0.371498127,-2.788918744,0.005288433,0.026500084
PFDN2,237.2363265,1.263765683,0.453211699,2.788466597,0.005295821,0.02653182
SGSM3,28.02490735,-1.441580842,0.517017251,-2.788264489,0.005299126,0.026543095
FSIP1,50.67673392,-2.11122576,0.757368905,-2.787579138,0.005310348,0.026594013
